tourist_id,lat,lon,timestamp,at_poi,anomaly_type,path_type
normal_64,27.3003716,88.2641875,2025-08-29 09:00:00.102080,False,,normal
normal_64,27.2895812,88.2586849,2025-08-29 09:01:02.288505,False,,normal
normal_64,27.2894249,88.2585093,2025-08-29 09:02:22.827009,False,,normal
normal_64,27.2888811,88.2580652,2025-08-29 09:03:49.161311,False,,normal
normal_64,27.2895674,88.2570046,2025-08-29 09:05:05.202458,False,,normal
normal_64,27.2918489,88.2544716,2025-08-29 09:05:55.735343,False,,normal
normal_64,27.2849806,88.2562302,2025-08-29 09:07:23.246219,False,,normal
normal_64,27.2829589,88.2580811,2025-08-29 09:08:34.753852,False,,normal
normal_64,27.2816836,88.2618246,2025-08-29 09:09:52.642729,False,,normal
normal_64,27.2816214,88.2623133,2025-08-29 09:11:09.199138,False,,normal
normal_64,27.2820988,88.2646274,2025-08-29 09:12:29.578590,False,,normal
normal_64,27.2755137,88.2740991,2025-08-29 09:13:47.580780,False,,normal
normal_64,27.2797522,88.2753194,2025-08-29 09:15:08.615588,False,,normal
normal_64,27.2839125,88.2770848,2025-08-29 09:16:38.160932,False,,normal
normal_64,27.2872616,88.2825027,2025-08-29 09:17:31.502386,False,,normal
normal_64,27.2894737,88.2859783,2025-08-29 09:18:22.254847,False,,normal
normal_64,27.2932795,88.2924956,2025-08-29 09:19:47.245723,False,,normal
normal_64,27.2866747,88.2885756,2025-08-29 09:21:17.092616,False,,normal
normal_64,27.2812205,88.2847102,2025-08-29 09:22:34.355791,False,,normal
normal_64,27.2878652,88.3041297,2025-08-29 09:23:32.091298,False,,normal
normal_64,27.2876621,88.3083041,2025-08-29 09:24:47.975277,False,,normal
normal_64,27.2866503,88.3051164,2025-08-29 09:25:39.129730,False,,normal
normal_64,27.2849872,88.3161466,2025-08-29 09:26:55.192779,False,,normal
normal_64,27.2819685,88.3190784,2025-08-29 09:28:19.302332,False,,normal
normal_64,27.2807638,88.3181538,2025-08-29 09:29:27.997041,False,,normal
normal_64,27.2794657,88.3160192,2025-08-29 09:30:49.564124,False,,normal
normal_64,27.2805047,88.3196526,2025-08-29 09:32:14.737405,False,,normal
normal_64,27.2799895,88.3205849,2025-08-29 09:33:43.996193,False,,normal
normal_64,27.2811635,88.3241245,2025-08-29 09:35:00.297093,False,,normal
normal_64,27.2795018,88.3288748,2025-08-29 09:36:00.255176,False,,normal
normal_64,27.2875675,88.3518374,2025-08-29 09:36:53.207117,False,,normal
normal_64,27.2885578,88.3527442,2025-08-29 09:38:12.971036,False,,normal
normal_64,27.2936952,88.3566113,2025-08-29 09:39:38.495247,False,,normal
normal_64,27.29631,88.3573763,2025-08-29 09:40:59.947176,False,,normal
normal_64,27.2964788,88.3577876,2025-08-29 09:42:11.311268,False,,normal
normal_64,27.3014902,88.3618295,2025-08-29 09:43:00.062126,False,,normal
normal_64,27.3021673,88.3638421,2025-08-29 09:44:04.018689,False,,normal
normal_64,27.3048972,88.3653121,2025-08-29 09:45:11.331539,False,,normal
normal_64,27.3032968,88.3659379,2025-08-29 09:46:16.450912,False,,normal
normal_64,27.2992071,88.3673549,2025-08-29 09:47:04.584218,False,,normal
normal_64,27.2945179,88.3678743,2025-08-29 09:48:30.779029,False,,normal
normal_64,27.2895575,88.3689425,2025-08-29 09:49:56.920564,False,,normal
normal_64,27.2788751,88.3717547,2025-08-29 09:50:49.793489,False,,normal
normal_64,27.2756863,88.3766911,2025-08-29 09:51:57.274115,False,,normal
normal_64,27.2728614,88.3738367,2025-08-29 09:53:14.332801,False,,normal
normal_64,27.2695939,88.3651493,2025-08-29 09:54:22.542312,False,,normal
normal_64,27.2693284,88.364987,2025-08-29 09:55:26.124304,False,,normal
normal_64,27.267891,88.3651594,2025-08-29 09:56:19.017391,False,,normal
normal_64,27.2667138,88.3664368,2025-08-29 09:57:11.373098,False,,normal
normal_64,27.2623912,88.3964957,2025-08-29 09:58:35.352906,False,,normal
normal_64,27.2604188,88.3992523,2025-08-29 09:59:55.561467,False,,normal
normal_64,27.2574061,88.4032954,2025-08-29 10:01:15.406581,False,,normal
normal_64,27.2540798,88.4018576,2025-08-29 10:02:06.018653,False,,normal
normal_64,27.2507928,88.4326168,2025-08-29 10:03:05.028846,False,,normal
normal_64,27.2459733,88.4323321,2025-08-29 10:04:30.599948,False,,normal
normal_64,27.2430513,88.4340991,2025-08-29 10:05:37.773024,False,,normal
normal_64,27.2385576,88.4390747,2025-08-29 10:06:43.540193,False,,normal
normal_64,27.2425828,88.4413066,2025-08-29 10:07:57.978875,False,,normal
normal_64,27.2477165,88.4372892,2025-08-29 10:09:18.898764,False,,normal
normal_64,27.2515083,88.4411967,2025-08-29 10:10:15.618062,False,,normal
normal_64,27.2509314,88.4410854,2025-08-29 10:11:29.351788,False,,normal
normal_64,27.2419708,88.4475663,2025-08-29 10:12:29.319561,False,,normal
normal_64,27.2429446,88.4503498,2025-08-29 10:13:22.454164,False,,normal
normal_64,27.2437498,88.4524712,2025-08-29 10:14:38.249295,False,,normal
normal_64,27.2437326,88.4660863,2025-08-29 10:15:35.276601,False,,normal
normal_64,27.2411866,88.4724398,2025-08-29 10:16:59.394440,False,,normal
normal_64,27.2379,88.4837217,2025-08-29 10:18:14.765702,False,,normal
normal_64,27.2396378,88.4831336,2025-08-29 10:19:26.906323,False,,normal
normal_64,27.2319152,88.4924052,2025-08-29 10:20:43.008398,False,,normal
normal_64,27.2317142,88.4967413,2025-08-29 10:21:38.255879,False,,normal
normal_64,27.2320805,88.4987082,2025-08-29 10:22:45.812807,False,,normal
normal_64,27.2386733,88.5141193,2025-08-29 10:23:54.312077,False,,normal
normal_64,27.2399025,88.5168044,2025-08-29 10:24:53.834052,False,,normal
normal_64,27.2411205,88.5184081,2025-08-29 10:25:57.519786,False,,normal
normal_64,27.250661,88.5314082,2025-08-29 10:26:51.689954,False,,normal
normal_64,27.2504855,88.5356435,2025-08-29 10:28:16.264300,False,,normal
normal_64,27.2532506,88.5412762,2025-08-29 10:29:30.066113,False,,normal
normal_64,27.2614479,88.5538825,2025-08-29 10:30:28.296596,False,,normal
normal_64,27.2628451,88.5562102,2025-08-29 10:31:30.796762,False,,normal
normal_64,27.2612596,88.5636174,2025-08-29 10:32:52.935423,False,,normal
normal_64,27.2691149,88.5790438,2025-08-29 10:34:20.128828,False,,normal
normal_64,27.2696308,88.5806006,2025-08-29 10:35:16.413551,False,,normal
normal_64,27.2682659,88.5861918,2025-08-29 10:36:24.471559,False,,normal
normal_64,27.2784591,88.5901062,2025-08-29 10:37:47.720603,False,,normal
normal_64,27.2787386,88.5904952,2025-08-29 10:38:36.269490,False,,normal
normal_64,27.2839002,88.5913515,2025-08-29 10:39:34.367344,False,,normal
normal_64,27.2884746,88.5912855,2025-08-29 10:40:59.611539,False,,normal
normal_64,27.2887802,88.5913061,2025-08-29 10:42:02.378640,False,,normal
normal_64,27.2924907,88.5896427,2025-08-29 10:43:11.946977,False,,normal
normal_64,27.2944833,88.5888127,2025-08-29 10:44:18.909487,False,,normal
normal_64,27.2932337,88.5912051,2025-08-29 10:45:10.103430,False,,normal
normal_64,27.2972686,88.587929,2025-08-29 10:46:12.852310,False,,normal
normal_64,27.3176309,88.5962155,2025-08-29 10:47:32.091891,False,,normal
normal_64,27.3165618,88.5962428,2025-08-29 10:48:24.496504,False,,normal
normal_64,27.3091912,88.5948061,2025-08-29 10:49:35.280055,False,,normal
normal_64,27.30681,88.5935636,2025-08-29 10:50:53.947346,False,,normal
normal_64,27.3082463,88.5954768,2025-08-29 10:51:56.027475,False,,normal
normal_64,27.3089722,88.5961603,2025-08-29 10:53:00.878719,False,,normal
normal_64,27.3141255,88.6010451,2025-08-29 10:54:18.982877,False,,normal
normal_64,27.3149536,88.6016679,2025-08-29 10:55:25.268525,False,,normal
normal_64,27.3176264,88.6022648,2025-08-29 10:56:50.631862,False,,normal
normal_64,27.3186945,88.6034009,2025-08-29 10:57:47.490023,False,,normal
normal_64,27.3220391,88.6073874,2025-08-29 10:58:38.914338,False,,normal
normal_64,27.3182185,88.6050877,2025-08-29 11:00:08.299361,False,,normal
normal_64,27.3173677,88.604232,2025-08-29 11:01:06.058244,False,,normal
normal_64,27.3181468,88.6065554,2025-08-29 11:02:34.145085,False,,normal
normal_64,27.3183843,88.6073299,2025-08-29 11:03:51.388270,False,,normal
normal_64,27.320111,88.6089828,2025-08-29 11:05:19.621449,False,,normal
normal_64,27.3278737,88.6116667,2025-08-29 11:06:37.888088,False,,normal
normal_64,27.328476,88.611679,2025-08-29 11:07:38.848183,False,,normal
normal_64,27.328493,88.612444,2025-08-29 11:08:39.753744,True,,normal
normal_64,27.328476,88.611679,2025-08-29 12:22:39.753744,False,,normal
normal_64,27.3298048,88.6119323,2025-08-29 12:24:04.017502,False,,normal
normal_64,27.3303512,88.6124967,2025-08-29 12:25:23.627913,False,,normal
normal_64,27.3299968,88.6126499,2025-08-29 12:26:29.551601,False,,normal
normal_64,27.3287482,88.6133363,2025-08-29 12:27:46.857212,False,,normal
normal_64,27.3340101,88.6164628,2025-08-29 12:29:04.345789,False,,normal
normal_64,27.3340564,88.6166068,2025-08-29 12:30:28.095816,False,,normal
normal_64,27.333053,88.6165683,2025-08-29 12:31:47.392585,False,,normal
normal_64,27.3324081,88.6166565,2025-08-29 12:32:42.164508,False,,normal
normal_64,27.3324266,88.6168736,2025-08-29 12:34:05.872042,False,,normal
normal_64,27.3327858,88.6171762,2025-08-29 12:35:03.006518,False,,normal
normal_64,27.3370069,88.6215964,2025-08-29 12:36:07.831485,False,,normal
normal_64,27.3387112,88.6238782,2025-08-29 12:37:10.840196,False,,normal
normal_64,27.3366581,88.6271139,2025-08-29 12:38:16.182520,False,,normal
normal_64,27.341283,88.6252449,2025-08-29 12:39:25.844438,False,,normal
normal_64,27.3527641,88.6244891,2025-08-29 12:40:34.370966,False,,normal
normal_64,27.352082,88.6283473,2025-08-29 12:41:57.791452,True,,normal
normal_64,27.3527641,88.6244891,2025-08-29 14:31:57.791452,False,,normal
normal_64,27.341283,88.6252449,2025-08-29 14:32:59.656332,False,,normal
normal_64,27.3453798,88.634636,2025-08-29 14:34:06.619414,False,,normal
normal_64,27.3500728,88.6425954,2025-08-29 14:35:26.386838,False,,normal
normal_64,27.3506823,88.6425566,2025-08-29 14:36:34.792205,False,,normal
normal_64,27.3573052,88.6423314,2025-08-29 14:37:26.609200,False,,normal
normal_64,27.3580968,88.6432826,2025-08-29 14:38:33.724566,False,,normal
normal_64,27.3728693,88.6916321,2025-08-29 14:39:39.260126,False,,normal
normal_64,27.3737699,88.6900683,2025-08-29 14:40:59.449270,False,,normal
normal_64,27.3751436,88.6885936,2025-08-29 14:42:12.112519,False,,normal
normal_64,27.3758262,88.6885937,2025-08-29 14:43:13.324331,False,,normal
normal_64,27.3807753,88.6893735,2025-08-29 14:44:06.453958,False,,normal
normal_64,27.3673595,88.7122272,2025-08-29 14:45:24.679101,False,,normal
normal_64,27.3666942,88.7126531,2025-08-29 14:46:19.198883,False,,normal
normal_64,27.3713048,88.7175503,2025-08-29 14:47:45.988193,False,,normal
normal_64,27.3739594,88.774077,2025-08-29 14:49:10.335773,False,,normal
normal_64,27.3786115,88.8034558,2025-08-29 14:49:59.525668,False,,normal
normal_64,27.377944,88.8195567,2025-08-29 14:51:26.752609,False,,normal
normal_64,27.3542688,88.8410939,2025-08-29 14:52:40.512801,False,,normal
normal_64,27.3508412,88.8405558,2025-08-29 14:53:45.015627,False,,normal
normal_64,27.3448378,88.83982,2025-08-29 14:54:55.986534,False,,normal
normal_64,27.3427179,88.8414454,2025-08-29 14:56:08.495965,False,,normal
normal_64,27.3422821,88.8413462,2025-08-29 14:57:37.840599,False,,normal
normal_64,27.3416947,88.8401581,2025-08-29 14:58:44.590314,False,,normal
normal_64,27.3274191,88.8367689,2025-08-29 14:59:52.315620,False,,normal
normal_64,27.32766,88.8362915,2025-08-29 15:00:52.204097,False,,normal
normal_64,27.3198238,88.8351033,2025-08-29 15:02:09.796864,False,,normal
